time,treatment,od,blank
0,EtOH,0.0837,0.0823
1800.19,EtOH,0.083,0.0817
3600.19,EtOH,0.0839,0.082
5400.19,EtOH,0.0835,0.0817
7200.19,EtOH,0.0834,0.0819
9000.19,EtOH,0.0838,0.0817
10800.19,EtOH,0.0838,0.082
12600.19,EtOH,0.0841,0.0818
14400.19,EtOH,0.0842,0.0816
16200.19,EtOH,0.0845,0.082
18000.19,EtOH,0.0851,0.082
19800.19,EtOH,0.0854,0.082
21600.19,EtOH,0.0864,0.0821
23400.19,EtOH,0.0872,0.082
25200.19,EtOH,0.0883,0.0821
27000.19,EtOH,0.0902,0.0823
28800.19,EtOH,0.0923,0.082
30600.19,EtOH,0.0948,0.0815
32400.19,EtOH,0.0986,0.082
34200.19,EtOH,0.1032,0.0823
36000.19,EtOH,0.1085,0.082
37800.19,EtOH,0.1154,0.082
39600.19,EtOH,0.1224,0.0818
41400.19,EtOH,0.1291,0.0819
43200.19,EtOH,0.1372,0.082
45000.19,EtOH,0.1471,0.082
46800.19,EtOH,0.1566,0.0818
48600.19,EtOH,0.1684,0.0817
50400.19,EtOH,0.1818,0.0819
52200.19,EtOH,0.197,0.0817
54000.19,EtOH,0.2163,0.0821
55800.19,EtOH,0.2377,0.0822
57600.19,EtOH,0.2613,0.082
59400.19,EtOH,0.2887,0.0822
61200.19,EtOH,0.3179,0.0822
63000.19,EtOH,0.3471,0.082
64800.19,EtOH,0.3757,0.0822
66600.19,EtOH,0.4048,0.0819
68400.19,EtOH,0.4316,0.0822
70200.19,EtOH,0.4574,0.0821
72000.19,EtOH,0.4822,0.0817
73800.19,EtOH,0.5056,0.0821
75600.19,EtOH,0.5267,0.0821
77400.19,EtOH,0.5451,0.0819
79200.19,EtOH,0.5623,0.082
81000.19,EtOH,0.5785,0.0818
82800.19,EtOH,0.5928,0.0813
84600.19,EtOH,0.6064,0.0823
86400.19,EtOH,0.6182,0.0822
88200.19,EtOH,0.6291,0.0821
90000.19,EtOH,0.6389,0.0822
91800.19,EtOH,0.6476,0.0825
93600.19,EtOH,0.6554,0.082
95400.19,EtOH,0.6632,0.0819
97200.19,EtOH,0.67,0.0822
99000.19,EtOH,0.6763,0.0819
100800.19,EtOH,0.6815,0.0819
102600.19,EtOH,0.6866,0.082
104400.19,EtOH,0.6901,0.0816
106200.19,EtOH,0.6948,0.0822
108000.19,EtOH,0.6983,0.0823
109800.19,EtOH,0.7015,0.0822
111600.19,EtOH,0.705,0.0819
113400.19,EtOH,0.7086,0.0821
115200.19,EtOH,0.7121,0.0821
117000.19,EtOH,0.7155,0.0818
118800.19,EtOH,0.7191,0.0822
120600.19,EtOH,0.7222,0.0817
122400.19,EtOH,0.7247,0.0821
124200.19,EtOH,0.727,0.0822
126000.19,EtOH,0.7287,0.0821
127800.19,EtOH,0.73,0.0821
129600.19,EtOH,0.7314,0.0824
131400.19,EtOH,0.7314,0.0817
133200.19,EtOH,0.7322,0.0821
135000.19,EtOH,0.7322,0.0818
136800.19,EtOH,0.7313,0.0826
138600.19,EtOH,0.7306,0.0819
140400.19,EtOH,0.7292,0.0819
142200.19,EtOH,0.7282,0.0817
144000.19,EtOH,0.727,0.082
145800.19,EtOH,0.7247,0.0821
147600.19,EtOH,0.723,0.0821
149400.19,EtOH,0.7217,0.082
151200.19,EtOH,0.7185,0.0821
153000.19,EtOH,0.7157,0.0818
154800.19,EtOH,0.7137,0.0825
156600.19,EtOH,0.7103,0.0821
158400.19,EtOH,0.706,0.0819
160200.19,EtOH,0.7034,0.0821
162000.19,EtOH,0.6992,0.0822
163800.19,EtOH,0.6952,0.0825
165600.19,EtOH,0.6919,0.0821
167400.19,EtOH,0.6869,0.082
169200.19,EtOH,0.6821,0.082
171000.19,EtOH,0.6773,0.0821
172800.19,EtOH,0.673,0.0818
174600.19,EtOH,0.6678,0.0819
176400.19,EtOH,0.6628,0.082
178200.19,EtOH,0.6578,0.0821
180000.19,EtOH,0.6524,0.0816
181800.19,EtOH,0.6475,0.0818
183600.19,EtOH,0.6424,0.0819
185400.19,EtOH,0.638,0.082
187200.19,EtOH,0.633,0.0821
189000.19,EtOH,0.6272,0.082
190800.19,EtOH,0.6219,0.0817
192600.19,EtOH,0.6167,0.0822
194400.19,EtOH,0.6117,0.0818
196200.19,EtOH,0.6071,0.0822
198000.19,EtOH,0.6018,0.0818
199800.19,EtOH,0.5975,0.0821
201600.19,EtOH,0.5928,0.0816
203400.19,EtOH,0.5886,0.0819
205200.19,EtOH,0.5847,0.0824
207000.19,EtOH,0.5805,0.0821
208800.19,EtOH,0.5764,0.0821
210600.19,EtOH,0.5728,0.0819
212400.19,EtOH,0.5691,0.0818
214200.19,EtOH,0.5659,0.0818
216000.19,EtOH,0.5627,0.0821
217800.19,EtOH,0.5592,0.0815
219600.19,EtOH,0.5567,0.0814
221400.19,EtOH,0.5538,0.0822
223200.19,EtOH,0.5514,0.0818
225000.19,EtOH,0.5484,0.082
226800.19,EtOH,0.5463,0.0817
228600.19,EtOH,0.5436,0.082
230400.19,EtOH,0.5412,0.0819
232200.19,EtOH,0.5387,0.0817
234000.19,EtOH,0.5372,0.082
235800.19,EtOH,0.5353,0.0822
237600.19,EtOH,0.5337,0.0817
239400.19,EtOH,0.5316,0.0821
241200.19,EtOH,0.5303,0.082
243000.19,EtOH,0.528,0.0816
244800.19,EtOH,0.5266,0.0814
246600.19,EtOH,0.5256,0.0823
0,EtOH,0.0831,0.0838
1800.19,EtOH,0.0827,0.0832
3600.19,EtOH,0.0829,0.0834
5400.19,EtOH,0.0827,0.0832
7200.19,EtOH,0.0829,0.0832
9000.19,EtOH,0.0827,0.0832
10800.19,EtOH,0.0831,0.0831
12600.19,EtOH,0.0833,0.0834
14400.19,EtOH,0.0838,0.0836
16200.19,EtOH,0.0841,0.0834
18000.19,EtOH,0.0845,0.0837
19800.19,EtOH,0.085,0.0832
21600.19,EtOH,0.0857,0.0834
23400.19,EtOH,0.0867,0.0833
25200.19,EtOH,0.0879,0.0833
27000.19,EtOH,0.0891,0.0833
28800.19,EtOH,0.0919,0.0835
30600.19,EtOH,0.0946,0.0831
32400.19,EtOH,0.0985,0.0835
34200.19,EtOH,0.1029,0.0834
36000.19,EtOH,0.1083,0.0836
37800.19,EtOH,0.1141,0.0835
39600.19,EtOH,0.12,0.0835
41400.19,EtOH,0.127,0.0837
43200.19,EtOH,0.134,0.0833
45000.19,EtOH,0.1418,0.0836
46800.19,EtOH,0.15,0.0835
48600.19,EtOH,0.1606,0.0836
50400.19,EtOH,0.1732,0.0837
52200.19,EtOH,0.1885,0.0833
54000.19,EtOH,0.2065,0.0836
55800.19,EtOH,0.2256,0.0836
57600.19,EtOH,0.2479,0.0836
59400.19,EtOH,0.2717,0.0839
61200.19,EtOH,0.298,0.084
63000.19,EtOH,0.3233,0.0835
64800.19,EtOH,0.3495,0.0839
66600.19,EtOH,0.3751,0.0834
68400.19,EtOH,0.3997,0.0838
70200.19,EtOH,0.4235,0.0836
72000.19,EtOH,0.4456,0.0838
73800.19,EtOH,0.4674,0.0835
75600.19,EtOH,0.4871,0.0836
77400.19,EtOH,0.5051,0.0835
79200.19,EtOH,0.5214,0.0835
81000.19,EtOH,0.5369,0.0838
82800.19,EtOH,0.5507,0.0834
84600.19,EtOH,0.5632,0.084
86400.19,EtOH,0.5745,0.0835
88200.19,EtOH,0.5847,0.0837
90000.19,EtOH,0.5936,0.084
91800.19,EtOH,0.6012,0.0842
93600.19,EtOH,0.6087,0.0835
95400.19,EtOH,0.6158,0.0833
97200.19,EtOH,0.6223,0.0837
99000.19,EtOH,0.6275,0.0837
100800.19,EtOH,0.6324,0.0835
102600.19,EtOH,0.637,0.0834
104400.19,EtOH,0.6411,0.0835
106200.19,EtOH,0.6441,0.0836
108000.19,EtOH,0.6479,0.0837
109800.19,EtOH,0.6512,0.0837
111600.19,EtOH,0.6543,0.0835
113400.19,EtOH,0.6587,0.0839
115200.19,EtOH,0.6616,0.0836
117000.19,EtOH,0.665,0.0836
118800.19,EtOH,0.669,0.0839
120600.19,EtOH,0.6714,0.0833
122400.19,EtOH,0.6737,0.0837
124200.19,EtOH,0.6756,0.0836
126000.19,EtOH,0.6767,0.0839
127800.19,EtOH,0.678,0.0839
129600.19,EtOH,0.6789,0.0839
131400.19,EtOH,0.679,0.0835
133200.19,EtOH,0.679,0.0839
135000.19,EtOH,0.6792,0.0837
136800.19,EtOH,0.6783,0.0837
138600.19,EtOH,0.6776,0.0835
140400.19,EtOH,0.6766,0.0835
142200.19,EtOH,0.6758,0.0833
144000.19,EtOH,0.6741,0.084
145800.19,EtOH,0.6719,0.0837
147600.19,EtOH,0.6702,0.0835
149400.19,EtOH,0.6677,0.0839
151200.19,EtOH,0.6652,0.0836
153000.19,EtOH,0.6627,0.0834
154800.19,EtOH,0.6612,0.0839
156600.19,EtOH,0.6575,0.0837
158400.19,EtOH,0.6546,0.0835
160200.19,EtOH,0.652,0.0837
162000.19,EtOH,0.6479,0.0836
163800.19,EtOH,0.644,0.0835
165600.19,EtOH,0.6403,0.0835
167400.19,EtOH,0.6351,0.0837
169200.19,EtOH,0.6309,0.0838
171000.19,EtOH,0.6262,0.0833
172800.19,EtOH,0.6218,0.0835
174600.19,EtOH,0.617,0.0837
176400.19,EtOH,0.6125,0.0835
178200.19,EtOH,0.6072,0.0836
180000.19,EtOH,0.6008,0.0833
181800.19,EtOH,0.5963,0.0835
183600.19,EtOH,0.5912,0.0834
185400.19,EtOH,0.5862,0.0838
187200.19,EtOH,0.5814,0.0838
189000.19,EtOH,0.5758,0.0836
190800.19,EtOH,0.5705,0.0833
192600.19,EtOH,0.5658,0.0836
194400.19,EtOH,0.5602,0.0836
196200.19,EtOH,0.556,0.084
198000.19,EtOH,0.551,0.0837
199800.19,EtOH,0.547,0.0836
201600.19,EtOH,0.5419,0.0832
203400.19,EtOH,0.5382,0.0834
205200.19,EtOH,0.5348,0.0837
207000.19,EtOH,0.5308,0.0836
208800.19,EtOH,0.527,0.0836
210600.19,EtOH,0.5237,0.0834
212400.19,EtOH,0.5201,0.0834
214200.19,EtOH,0.5173,0.0835
216000.19,EtOH,0.5145,0.0838
217800.19,EtOH,0.5111,0.0834
219600.19,EtOH,0.5093,0.0835
221400.19,EtOH,0.5069,0.084
223200.19,EtOH,0.5043,0.0838
225000.19,EtOH,0.5019,0.0835
226800.19,EtOH,0.4996,0.0837
228600.19,EtOH,0.4978,0.0839
230400.19,EtOH,0.496,0.0837
232200.19,EtOH,0.4938,0.0831
234000.19,EtOH,0.4922,0.0833
235800.19,EtOH,0.4908,0.0835
237600.19,EtOH,0.4896,0.0837
239400.19,EtOH,0.4877,0.0838
241200.19,EtOH,0.4865,0.0838
243000.19,EtOH,0.4847,0.0833
244800.19,EtOH,0.4835,0.0833
246600.19,EtOH,0.483,0.0843
0,EtOH,0.0873,0.0823
1800.19,EtOH,0.0867,0.0817
3600.19,EtOH,0.0874,0.082
5400.19,EtOH,0.0868,0.0817
7200.19,EtOH,0.0872,0.0819
9000.19,EtOH,0.087,0.0817
10800.19,EtOH,0.0871,0.082
12600.19,EtOH,0.0876,0.0818
14400.19,EtOH,0.0879,0.0816
16200.19,EtOH,0.088,0.082
18000.19,EtOH,0.0888,0.082
19800.19,EtOH,0.089,0.082
21600.19,EtOH,0.0901,0.0821
23400.19,EtOH,0.0909,0.082
25200.19,EtOH,0.0921,0.0821
27000.19,EtOH,0.0938,0.0823
28800.19,EtOH,0.0962,0.082
30600.19,EtOH,0.0989,0.0815
32400.19,EtOH,0.1023,0.082
34200.19,EtOH,0.1072,0.0823
36000.19,EtOH,0.1125,0.082
37800.19,EtOH,0.1187,0.082
39600.19,EtOH,0.1243,0.0818
41400.19,EtOH,0.1316,0.0819
43200.19,EtOH,0.1408,0.082
45000.19,EtOH,0.1506,0.082
46800.19,EtOH,0.1607,0.0818
48600.19,EtOH,0.1726,0.0817
50400.19,EtOH,0.1874,0.0819
52200.19,EtOH,0.2033,0.0817
54000.19,EtOH,0.2218,0.0821
55800.19,EtOH,0.2413,0.0822
57600.19,EtOH,0.2641,0.082
59400.19,EtOH,0.2892,0.0822
61200.19,EtOH,0.3157,0.0822
63000.19,EtOH,0.3431,0.082
64800.19,EtOH,0.3714,0.0822
66600.19,EtOH,0.398,0.0819
68400.19,EtOH,0.4229,0.0822
70200.19,EtOH,0.4479,0.0821
72000.19,EtOH,0.4726,0.0817
73800.19,EtOH,0.494,0.0821
75600.19,EtOH,0.5151,0.0821
77400.19,EtOH,0.533,0.0819
79200.19,EtOH,0.5509,0.082
81000.19,EtOH,0.5662,0.0818
82800.19,EtOH,0.5803,0.0813
84600.19,EtOH,0.5936,0.0823
86400.19,EtOH,0.6062,0.0822
88200.19,EtOH,0.6154,0.0821
90000.19,EtOH,0.6257,0.0822
91800.19,EtOH,0.6352,0.0825
93600.19,EtOH,0.643,0.082
95400.19,EtOH,0.65,0.0819
97200.19,EtOH,0.6561,0.0822
99000.19,EtOH,0.6626,0.0819
100800.19,EtOH,0.6677,0.0819
102600.19,EtOH,0.6722,0.082
104400.19,EtOH,0.6765,0.0816
106200.19,EtOH,0.6809,0.0822
108000.19,EtOH,0.6853,0.0823
109800.19,EtOH,0.689,0.0822
111600.19,EtOH,0.6915,0.0819
113400.19,EtOH,0.6954,0.0821
115200.19,EtOH,0.6986,0.0821
117000.19,EtOH,0.7017,0.0818
118800.19,EtOH,0.7057,0.0822
120600.19,EtOH,0.708,0.0817
122400.19,EtOH,0.7104,0.0821
124200.19,EtOH,0.7127,0.0822
126000.19,EtOH,0.7142,0.0821
127800.19,EtOH,0.7153,0.0821
129600.19,EtOH,0.7157,0.0824
131400.19,EtOH,0.716,0.0817
133200.19,EtOH,0.7166,0.0821
135000.19,EtOH,0.7159,0.0818
136800.19,EtOH,0.7155,0.0826
138600.19,EtOH,0.7148,0.0819
140400.19,EtOH,0.7129,0.0819
142200.19,EtOH,0.7116,0.0817
144000.19,EtOH,0.7098,0.082
145800.19,EtOH,0.708,0.0821
147600.19,EtOH,0.7057,0.0821
149400.19,EtOH,0.7034,0.082
151200.19,EtOH,0.7004,0.0821
153000.19,EtOH,0.6983,0.0818
154800.19,EtOH,0.6952,0.0825
156600.19,EtOH,0.6912,0.0821
158400.19,EtOH,0.6874,0.0819
160200.19,EtOH,0.6843,0.0821
162000.19,EtOH,0.6803,0.0822
163800.19,EtOH,0.6769,0.0825
165600.19,EtOH,0.6723,0.0821
167400.19,EtOH,0.667,0.082
169200.19,EtOH,0.6619,0.082
171000.19,EtOH,0.6573,0.0821
172800.19,EtOH,0.6523,0.0818
174600.19,EtOH,0.6477,0.0819
176400.19,EtOH,0.642,0.082
178200.19,EtOH,0.6377,0.0821
180000.19,EtOH,0.6318,0.0816
181800.19,EtOH,0.6265,0.0818
183600.19,EtOH,0.6214,0.0819
185400.19,EtOH,0.6165,0.082
187200.19,EtOH,0.6113,0.0821
189000.19,EtOH,0.6063,0.082
190800.19,EtOH,0.6013,0.0817
192600.19,EtOH,0.5961,0.0822
194400.19,EtOH,0.591,0.0818
196200.19,EtOH,0.5868,0.0822
198000.19,EtOH,0.5817,0.0818
199800.19,EtOH,0.5769,0.0821
201600.19,EtOH,0.5728,0.0816
203400.19,EtOH,0.5683,0.0819
205200.19,EtOH,0.5648,0.0824
207000.19,EtOH,0.5606,0.0821
208800.19,EtOH,0.557,0.0821
210600.19,EtOH,0.5535,0.0819
212400.19,EtOH,0.5496,0.0818
214200.19,EtOH,0.5463,0.0818
216000.19,EtOH,0.5435,0.0821
217800.19,EtOH,0.5401,0.0815
219600.19,EtOH,0.5369,0.0814
221400.19,EtOH,0.5352,0.0822
223200.19,EtOH,0.5325,0.0818
225000.19,EtOH,0.5296,0.082
226800.19,EtOH,0.5271,0.0817
228600.19,EtOH,0.5252,0.082
230400.19,EtOH,0.5229,0.0819
232200.19,EtOH,0.5207,0.0817
234000.19,EtOH,0.5188,0.082
235800.19,EtOH,0.517,0.0822
237600.19,EtOH,0.5158,0.0817
239400.19,EtOH,0.5136,0.0821
241200.19,EtOH,0.5129,0.082
243000.19,EtOH,0.511,0.0816
244800.19,EtOH,0.5092,0.0814
246600.19,EtOH,0.5087,0.0823
0,EtOH,0.0854,0.0838
1800.19,EtOH,0.0848,0.0832
3600.19,EtOH,0.085,0.0834
5400.19,EtOH,0.0851,0.0832
7200.19,EtOH,0.0849,0.0832
9000.19,EtOH,0.0852,0.0832
10800.19,EtOH,0.085,0.0831
12600.19,EtOH,0.0855,0.0834
14400.19,EtOH,0.0858,0.0836
16200.19,EtOH,0.0861,0.0834
18000.19,EtOH,0.0867,0.0837
19800.19,EtOH,0.0877,0.0832
21600.19,EtOH,0.0882,0.0834
23400.19,EtOH,0.0889,0.0833
25200.19,EtOH,0.0903,0.0833
27000.19,EtOH,0.0922,0.0833
28800.19,EtOH,0.0949,0.0835
30600.19,EtOH,0.0974,0.0831
32400.19,EtOH,0.1004,0.0835
34200.19,EtOH,0.1033,0.0834
36000.19,EtOH,0.1066,0.0836
37800.19,EtOH,0.1106,0.0835
39600.19,EtOH,0.1149,0.0835
41400.19,EtOH,0.1194,0.0837
43200.19,EtOH,0.1243,0.0833
45000.19,EtOH,0.1321,0.0836
46800.19,EtOH,0.1402,0.0835
48600.19,EtOH,0.1497,0.0836
50400.19,EtOH,0.1602,0.0837
52200.19,EtOH,0.1709,0.0833
54000.19,EtOH,0.1822,0.0836
55800.19,EtOH,0.1944,0.0836
57600.19,EtOH,0.2095,0.0836
59400.19,EtOH,0.2268,0.0839
61200.19,EtOH,0.2457,0.084
63000.19,EtOH,0.2658,0.0835
64800.19,EtOH,0.287,0.0839
66600.19,EtOH,0.3084,0.0834
68400.19,EtOH,0.3283,0.0838
70200.19,EtOH,0.3479,0.0836
72000.19,EtOH,0.3663,0.0838
73800.19,EtOH,0.3837,0.0835
75600.19,EtOH,0.399,0.0836
77400.19,EtOH,0.4134,0.0835
79200.19,EtOH,0.4266,0.0835
81000.19,EtOH,0.4378,0.0838
82800.19,EtOH,0.4478,0.0834
84600.19,EtOH,0.4585,0.084
86400.19,EtOH,0.4674,0.0835
88200.19,EtOH,0.4751,0.0837
90000.19,EtOH,0.4831,0.084
91800.19,EtOH,0.4904,0.0842
93600.19,EtOH,0.4953,0.0835
95400.19,EtOH,0.5006,0.0833
97200.19,EtOH,0.5051,0.0837
99000.19,EtOH,0.5089,0.0837
100800.19,EtOH,0.5126,0.0835
102600.19,EtOH,0.5157,0.0834
104400.19,EtOH,0.5182,0.0835
106200.19,EtOH,0.5216,0.0836
108000.19,EtOH,0.5245,0.0837
109800.19,EtOH,0.5274,0.0837
111600.19,EtOH,0.5303,0.0835
113400.19,EtOH,0.5378,0.0839
115200.19,EtOH,0.5513,0.0836
117000.19,EtOH,0.5522,0.0836
118800.19,EtOH,0.5135,0.0839
120600.19,EtOH,0.4785,0.0833
122400.19,EtOH,0.4601,0.0837
124200.19,EtOH,0.4338,0.0836
126000.19,EtOH,0.4037,0.0839
127800.19,EtOH,0.3775,0.0839
129600.19,EtOH,0.3534,0.0839
131400.19,EtOH,0.3182,0.0835
133200.19,EtOH,0.2844,0.0839
135000.19,EtOH,0.2559,0.0837
136800.19,EtOH,0.2363,0.0837
138600.19,EtOH,0.2238,0.0835
140400.19,EtOH,0.2206,0.0835
142200.19,EtOH,0.2159,0.0833
144000.19,EtOH,0.2103,0.084
145800.19,EtOH,0.2065,0.0837
147600.19,EtOH,0.2041,0.0835
149400.19,EtOH,0.2034,0.0839
151200.19,EtOH,0.2004,0.0836
153000.19,EtOH,0.199,0.0834
154800.19,EtOH,0.1991,0.0839
156600.19,EtOH,0.1972,0.0837
158400.19,EtOH,0.196,0.0835
160200.19,EtOH,0.1947,0.0837
162000.19,EtOH,0.1939,0.0836
163800.19,EtOH,0.1928,0.0835
165600.19,EtOH,0.1912,0.0835
167400.19,EtOH,0.1903,0.0837
169200.19,EtOH,0.189,0.0838
171000.19,EtOH,0.1882,0.0833
172800.19,EtOH,0.1865,0.0835
174600.19,EtOH,0.1858,0.0837
176400.19,EtOH,0.1847,0.0835
178200.19,EtOH,0.1839,0.0836
180000.19,EtOH,0.1823,0.0833
181800.19,EtOH,0.1814,0.0835
183600.19,EtOH,0.18,0.0834
185400.19,EtOH,0.1796,0.0838
187200.19,EtOH,0.1779,0.0838
189000.19,EtOH,0.1769,0.0836
190800.19,EtOH,0.1758,0.0833
192600.19,EtOH,0.175,0.0836
194400.19,EtOH,0.1739,0.0836
196200.19,EtOH,0.173,0.084
198000.19,EtOH,0.1719,0.0837
199800.19,EtOH,0.1709,0.0836
201600.19,EtOH,0.1696,0.0832
203400.19,EtOH,0.1689,0.0834
205200.19,EtOH,0.1685,0.0837
207000.19,EtOH,0.1676,0.0836
208800.19,EtOH,0.1669,0.0836
210600.19,EtOH,0.1661,0.0834
212400.19,EtOH,0.1651,0.0834
214200.19,EtOH,0.1645,0.0835
216000.19,EtOH,0.1646,0.0838
217800.19,EtOH,0.1635,0.0834
219600.19,EtOH,0.1629,0.0835
221400.19,EtOH,0.1627,0.084
223200.19,EtOH,0.1622,0.0838
225000.19,EtOH,0.1615,0.0835
226800.19,EtOH,0.1613,0.0837
228600.19,EtOH,0.1608,0.0839
230400.19,EtOH,0.1604,0.0837
232200.19,EtOH,0.1598,0.0831
234000.19,EtOH,0.16,0.0833
235800.19,EtOH,0.1595,0.0835
237600.19,EtOH,0.1592,0.0837
239400.19,EtOH,0.1589,0.0838
241200.19,EtOH,0.1586,0.0838
243000.19,EtOH,0.1579,0.0833
244800.19,EtOH,0.1579,0.0833
246600.19,EtOH,0.1586,0.0843
0,EtOH,0.0846,0.0823
1800.19,EtOH,0.084,0.0817
3600.19,EtOH,0.0846,0.082
5400.19,EtOH,0.0843,0.0817
7200.19,EtOH,0.0842,0.0819
9000.19,EtOH,0.0846,0.0817
10800.19,EtOH,0.0846,0.082
12600.19,EtOH,0.085,0.0818
14400.19,EtOH,0.0851,0.0816
16200.19,EtOH,0.0856,0.082
18000.19,EtOH,0.086,0.082
19800.19,EtOH,0.0865,0.082
21600.19,EtOH,0.0873,0.0821
23400.19,EtOH,0.0881,0.082
25200.19,EtOH,0.0896,0.0821
27000.19,EtOH,0.0918,0.0823
28800.19,EtOH,0.0947,0.082
30600.19,EtOH,0.0974,0.0815
32400.19,EtOH,0.1005,0.082
34200.19,EtOH,0.1037,0.0823
36000.19,EtOH,0.1075,0.082
37800.19,EtOH,0.1118,0.082
39600.19,EtOH,0.1161,0.0818
41400.19,EtOH,0.1207,0.0819
43200.19,EtOH,0.1266,0.082
45000.19,EtOH,0.133,0.082
46800.19,EtOH,0.1399,0.0818
48600.19,EtOH,0.1482,0.0817
50400.19,EtOH,0.1584,0.0819
52200.19,EtOH,0.1695,0.0817
54000.19,EtOH,0.1825,0.0821
55800.19,EtOH,0.1958,0.0822
57600.19,EtOH,0.2088,0.082
59400.19,EtOH,0.2228,0.0822
61200.19,EtOH,0.2392,0.0822
63000.19,EtOH,0.2566,0.082
64800.19,EtOH,0.2757,0.0822
66600.19,EtOH,0.2936,0.0819
68400.19,EtOH,0.3116,0.0822
70200.19,EtOH,0.3294,0.0821
72000.19,EtOH,0.3457,0.0817
73800.19,EtOH,0.3612,0.0821
75600.19,EtOH,0.3753,0.0821
77400.19,EtOH,0.3877,0.0819
79200.19,EtOH,0.4005,0.082
81000.19,EtOH,0.4111,0.0818
82800.19,EtOH,0.4212,0.0813
84600.19,EtOH,0.4304,0.0823
86400.19,EtOH,0.4376,0.0822
88200.19,EtOH,0.4445,0.0821
90000.19,EtOH,0.452,0.0822
91800.19,EtOH,0.4576,0.0825
93600.19,EtOH,0.4631,0.082
95400.19,EtOH,0.4682,0.0819
97200.19,EtOH,0.4733,0.0822
99000.19,EtOH,0.4774,0.0819
100800.19,EtOH,0.4814,0.0819
102600.19,EtOH,0.485,0.082
104400.19,EtOH,0.489,0.0816
106200.19,EtOH,0.4925,0.0822
108000.19,EtOH,0.4999,0.0823
109800.19,EtOH,0.5278,0.0822
111600.19,EtOH,0.551,0.0819
113400.19,EtOH,0.5118,0.0821
115200.19,EtOH,0.4394,0.0821
117000.19,EtOH,0.3808,0.0818
118800.19,EtOH,0.3382,0.0822
120600.19,EtOH,0.2995,0.0817
122400.19,EtOH,0.2595,0.0821
124200.19,EtOH,0.2351,0.0822
126000.19,EtOH,0.2257,0.0821
127800.19,EtOH,0.2171,0.0821
129600.19,EtOH,0.2088,0.0824
131400.19,EtOH,0.204,0.0817
133200.19,EtOH,0.2025,0.0821
135000.19,EtOH,0.2013,0.0818
136800.19,EtOH,0.1995,0.0826
138600.19,EtOH,0.1973,0.0819
140400.19,EtOH,0.1962,0.0819
142200.19,EtOH,0.1947,0.0817
144000.19,EtOH,0.1946,0.082
145800.19,EtOH,0.1931,0.0821
147600.19,EtOH,0.1922,0.0821
149400.19,EtOH,0.1907,0.082
151200.19,EtOH,0.1893,0.0821
153000.19,EtOH,0.1885,0.0818
154800.19,EtOH,0.1871,0.0825
156600.19,EtOH,0.1858,0.0821
158400.19,EtOH,0.1842,0.0819
160200.19,EtOH,0.1829,0.0821
162000.19,EtOH,0.1819,0.0822
163800.19,EtOH,0.1814,0.0825
165600.19,EtOH,0.1797,0.0821
167400.19,EtOH,0.1787,0.082
169200.19,EtOH,0.1777,0.082
171000.19,EtOH,0.1768,0.0821
172800.19,EtOH,0.1755,0.0818
174600.19,EtOH,0.1748,0.0819
176400.19,EtOH,0.1737,0.082
178200.19,EtOH,0.1724,0.0821
180000.19,EtOH,0.1709,0.0816
181800.19,EtOH,0.1705,0.0818
183600.19,EtOH,0.169,0.0819
185400.19,EtOH,0.1684,0.082
187200.19,EtOH,0.1672,0.0821
189000.19,EtOH,0.1664,0.082
190800.19,EtOH,0.1649,0.0817
192600.19,EtOH,0.164,0.0822
194400.19,EtOH,0.1626,0.0818
196200.19,EtOH,0.1619,0.0822
198000.19,EtOH,0.1608,0.0818
199800.19,EtOH,0.16,0.0821
201600.19,EtOH,0.1593,0.0816
203400.19,EtOH,0.1582,0.0819
205200.19,EtOH,0.158,0.0824
207000.19,EtOH,0.1565,0.0821
208800.19,EtOH,0.156,0.0821
210600.19,EtOH,0.1552,0.0819
212400.19,EtOH,0.1543,0.0818
214200.19,EtOH,0.1537,0.0818
216000.19,EtOH,0.1533,0.0821
217800.19,EtOH,0.1521,0.0815
219600.19,EtOH,0.152,0.0814
221400.19,EtOH,0.1514,0.0822
223200.19,EtOH,0.1506,0.0818
225000.19,EtOH,0.15,0.082
226800.19,EtOH,0.1494,0.0817
228600.19,EtOH,0.1488,0.082
230400.19,EtOH,0.1485,0.0819
232200.19,EtOH,0.148,0.0817
234000.19,EtOH,0.1477,0.082
235800.19,EtOH,0.1471,0.0822
237600.19,EtOH,0.1468,0.0817
239400.19,EtOH,0.1466,0.0821
241200.19,EtOH,0.1464,0.082
243000.19,EtOH,0.1453,0.0816
244800.19,EtOH,0.1451,0.0814
246600.19,EtOH,0.1455,0.0823
0,EtOH,0.0879,0.0838
1800.19,EtOH,0.0871,0.0832
3600.19,EtOH,0.0873,0.0834
5400.19,EtOH,0.087,0.0832
7200.19,EtOH,0.0873,0.0832
9000.19,EtOH,0.0873,0.0832
10800.19,EtOH,0.0875,0.0831
12600.19,EtOH,0.0877,0.0834
14400.19,EtOH,0.0882,0.0836
16200.19,EtOH,0.0883,0.0834
18000.19,EtOH,0.0888,0.0837
19800.19,EtOH,0.0892,0.0832
21600.19,EtOH,0.0903,0.0834
23400.19,EtOH,0.0909,0.0833
25200.19,EtOH,0.0923,0.0833
27000.19,EtOH,0.0932,0.0833
28800.19,EtOH,0.0946,0.0835
30600.19,EtOH,0.0954,0.0831
32400.19,EtOH,0.0975,0.0835
